Height,A0,B0,C0,D0,E0,F0,G0,H0,Result
501779,9,8,1,2,5,4,6,5,9
501780,5,3,4,3,9,5,2,1,7
501781,6,3,3,2,6,1,1,8,1
501782,2,7,6,9,9,2,3,2,1
501783,9,2,6,8,9,5,4,6,5
501784,6,4,7,7,3,7,6,1,3
501785,1,5,9,3,5,3,7,8,3
501786,5,2,4,9,4,5,1,2,4
501787,8,3,5,3,6,1,1,9,5
501788,4,7,6,4,5,2,8,5,5
501789,7,5,2,6,7,7,9,3,5
501790,4,5,3,1,7,8,1,5,3
501791,4,1,6,8,4,3,3,2,7
501792,7,9,4,3,1,4,8,7,3
501793,6,4,9,2,1,1,5,1,5
501794,8,5,9,3,6,3,7,7,4
501795,9,6,2,8,6,4,5,9,9
501796,9,3,6,9,4,7,8,5,9
501797,2,7,9,4,4,9,1,5,9
501798,3,8,9,3,6,1,7,3,5
501799,1,7,2,7,4,1,2,9,7
501800,7,4,7,5,1,8,2,2,4
501801,2,1,9,9,5,2,4,3,4
501802,9,4,5,9,5,6,2,6,3
501803,3,9,5,6,7,6,9,7,6
501804,3,4,3,8,5,8,7,9,2
501805,2,5,3,1,9,3,1,7,8
501806,8,6,1,8,8,6,8,9,9
501807,1,5,9,6,3,9,8,5,9
501808,3,2,7,8,7,9,2,2,8
501809,2,5,6,4,3,9,2,6,8
501810,1,3,1,6,1,3,7,9,3
501811,6,9,9,1,5,4,4,7,2
501812,5,9,4,4,6,9,3,1,3
501813,6,3,7,5,7,2,7,6,5
501814,7,4,3,5,4,6,5,3,9
501815,8,7,7,9,9,4,4,4,4
501816,5,5,2,4,4,5,2,6,4
501817,8,4,6,1,3,6,8,3,8
501818,4,3,8,5,2,4,8,5,6
501819,3,5,3,5,3,7,6,7,7
501820,5,4,9,2,9,1,2,7,6
501821,5,6,1,1,5,9,6,5,7
501822,7,5,9,3,4,2,2,4,1
501823,6,1,7,9,4,1,7,7,8
501824,6,6,2,3,8,9,9,4,5
501825,3,2,3,9,1,3,9,1,9
501826,6,9,4,7,7,3,9,2,5
501827,1,5,2,6,9,1,7,5,6
501828,1,8,5,3,3,1,3,9,5
501829,8,9,2,9,5,2,8,7,9
501830,4,3,5,4,3,5,7,4,9
501831,6,2,4,5,6,7,4,6,6
501832,9,9,3,2,3,2,5,3,7
501833,2,5,2,6,2,9,4,5,3
501834,7,5,5,7,3,8,3,2,8
501835,2,4,9,9,3,5,7,6,2
501836,5,5,1,2,5,4,6,1,3
501837,8,1,4,1,5,1,7,1,2
501838,1,5,1,9,4,6,7,3,2
501839,1,5,9,1,8,1,6,1,4
501840,7,6,8,1,4,8,7,3,7
501841,6,9,5,8,4,9,5,1,7
501842,9,5,1,4,9,4,9,4,9
501843,3,6,9,3,9,2,6,1,2
501844,8,2,2,2,5,6,3,4,1
501845,7,7,4,4,8,2,1,5,3
501846,6,9,2,5,8,3,1,3,7
501847,8,4,2,3,6,2,3,6,8
501848,2,6,9,5,3,3,6,7,7
501849,1,1,2,3,3,5,7,5,3
501850,3,2,7,8,3,5,5,3,1
501851,3,3,3,3,5,6,9,2,4
501852,4,2,6,4,6,3,6,5,5
501853,9,8,3,6,3,4,7,3,8
501854,9,4,5,8,7,8,6,5,9
501855,8,5,4,4,8,2,1,9,3
501856,1,3,5,9,3,7,9,5,7
501857,6,2,9,2,8,3,6,2,8
501858,5,6,6,6,4,1,2,9,4
501859,8,1,7,7,5,7,1,4,5
501860,9,8,4,6,7,1,5,8,3
501861,2,9,9,9,1,4,4,1,5
501862,7,6,5,7,8,5,5,8,9
501863,8,9,8,9,9,2,2,9,9
501864,8,5,5,8,8,8,8,4,1
501865,6,5,7,5,4,1,9,3,8
501866,7,7,7,4,4,4,1,5,7
501867,7,6,8,8,8,4,8,6,8
501868,6,1,8,9,5,2,3,1,9
501869,8,5,2,6,4,9,5,3,5
501870,4,4,7,6,6,6,6,2,3
501871,7,2,1,8,9,1,8,5,8
501872,9,1,8,8,2,1,7,1,3
501873,6,4,7,2,8,9,9,3,8
501874,5,3,6,9,8,2,9,2,1
501875,5,8,5,8,8,6,6,5,7
501876,2,1,7,7,8,1,9,2,5
501877,8,9,4,3,6,9,5,6,1
501878,9,1,2,9,9,2,6,9,5
501879,3,4,9,3,1,1,2,7,4
501880,8,2,2,1,2,6,5,2,6
501881,8,3,1,3,2,6,2,7,3
501882,5,8,3,9,7,3,2,9,7
501883,6,3,9,2,2,1,1,8,7
501884,8,4,4,1,1,3,9,2,4
501885,4,8,6,6,3,3,6,1,7
501886,6,5,9,6,4,6,6,2,5
501887,5,1,2,1,9,4,6,1,8
501888,3,1,6,3,3,8,3,4,3
501889,7,4,2,1,6,4,4,4,5
501890,2,8,8,4,2,2,3,4,7
501891,5,7,8,9,2,1,5,8,6
501892,4,9,1,1,7,5,5,7,7
501893,8,9,7,1,2,8,5,5,3
501894,6,4,5,1,3,3,7,9,7
501895,5,3,6,1,8,7,1,7,5
501896,1,8,7,6,8,7,4,4,4
501897,1,1,5,3,9,1,8,9,6
501898,5,9,1,4,5,6,7,2,6
501899,5,1,5,9,8,3,7,3,2
501900,8,5,7,1,7,2,7,5,3
501901,2,7,5,7,2,7,4,9,2
501902,7,4,1,8,9,8,1,7,8
501903,2,1,1,1,4,8,2,2,5
501904,7,3,5,9,9,5,2,5,5
501905,9,6,6,3,9,9,6,3,7
501906,7,7,7,8,9,8,8,6,1
501907,9,7,9,1,3,3,3,9,7
501908,5,5,5,5,3,2,5,4,4
501909,7,8,2,4,4,1,7,3,3
501910,2,6,1,3,7,8,9,1,4
501911,1,5,6,2,5,9,5,4,5
501912,8,2,2,4,1,6,4,1,3
501913,9,7,4,1,2,1,3,4,1
501914,5,4,8,2,9,3,6,3,5
501915,5,6,7,7,5,3,9,4,7
501916,3,6,2,8,1,2,6,9,9
501917,6,7,9,7,2,9,6,6,4
501918,7,7,3,4,1,9,3,9,4
501919,2,7,5,8,3,2,7,1,6
501920,7,8,2,2,1,5,8,2,6
501921,5,8,5,7,6,3,2,2,4
501922,1,9,3,7,5,4,8,9,9
501923,4,4,3,7,5,7,9,2,9
501924,1,3,2,6,5,6,4,5,2
501925,9,6,7,3,7,2,7,2,9
501926,1,3,1,5,4,1,7,4,3
501927,7,2,6,4,6,5,1,2,5
501928,5,6,8,4,4,1,5,8,8
501929,9,7,6,5,6,1,4,5,5
501930,5,4,6,2,8,1,1,2,7
501931,5,5,4,8,9,6,7,3,8
501932,7,7,1,2,4,3,6,7,6
501933,2,1,1,7,2,6,9,1,2
501934,9,8,1,1,3,8,8,1,3
501935,3,2,8,2,3,1,3,5,9
501936,3,8,9,8,4,7,4,7,8
501937,7,6,2,6,2,6,8,6,3
501938,7,8,9,7,7,5,4,5,1
501939,1,7,8,6,9,7,8,2,1
501940,4,1,8,7,7,7,1,5,5
501941,7,5,1,2,8,2,9,6,3
501942,9,3,3,8,4,5,2,1,9
501943,8,9,3,9,6,9,9,4,1
501944,7,3,3,5,2,8,7,8,4
501945,2,4,2,3,2,5,5,2,3
501946,5,5,3,1,4,3,4,1,6
501947,5,3,9,7,3,8,3,9,3
501948,6,2,8,9,1,4,4,9,1
501949,9,5,7,6,2,1,6,1,2
501950,3,6,2,9,5,9,4,2,5
501951,1,6,4,8,1,9,8,9,1
501952,6,8,9,3,6,5,3,8,9
501953,3,8,8,4,9,5,8,6,1
501954,6,3,8,2,3,1,5,5,8
501955,8,3,5,8,7,8,8,6,2
501956,2,8,9,4,6,6,8,8,6
501957,3,7,2,4,4,9,3,6,1
501958,4,7,6,7,9,9,9,7,2
501959,6,6,6,9,5,1,3,5,7
501960,8,4,5,8,2,7,7,1,5
501961,9,1,3,3,6,7,3,1,6
501962,2,5,3,3,1,6,6,6,8
501963,5,5,3,3,9,2,6,8,2
501964,3,4,5,1,2,4,3,7,3
501965,9,9,1,4,7,3,3,9,7
501966,4,1,1,9,6,5,9,1,4
501967,5,2,9,3,4,4,6,6,6
501968,2,3,7,4,8,3,3,6,4
501969,5,2,4,4,2,4,7,2,8
501970,7,8,7,7,5,4,3,2,6
501971,2,5,7,5,8,7,6,6,9
501972,5,8,4,5,6,7,5,9,9
501973,2,1,7,1,6,9,4,1,5
501974,1,1,7,6,4,8,8,3,8
501975,4,2,3,7,1,6,2,7,8
501976,4,4,9,2,4,8,8,2,8
501977,8,5,9,2,2,3,1,8,8
501978,1,4,8,5,1,7,6,6,4
501979,1,5,8,6,1,6,7,3,6
501980,4,2,4,8,1,6,8,4,3
501981,8,8,7,7,2,2,4,9,3
501982,9,3,5,6,5,1,5,2,5
501983,1,5,5,6,8,3,2,4,8
501984,3,6,8,1,9,6,8,8,5
501985,9,3,6,5,9,5,5,4,3
501986,6,3,5,8,9,2,5,2,2
501987,7,3,3,2,4,1,2,9,2
501988,9,8,1,4,7,9,4,6,3
501989,7,9,9,9,9,6,2,4,9
501990,9,7,5,2,6,3,1,3,5
501991,5,3,3,8,5,2,9,4,9
501992,8,1,7,5,5,1,2,2,2
501993,7,7,2,5,3,5,8,9,9
501994,1,1,1,8,7,1,4,8,6
501995,4,1,6,9,2,1,9,6,2
501996,3,3,5,2,9,6,5,1,7
501997,9,4,9,4,9,4,1,3,2
501998,1,6,2,9,9,8,2,5,7
501999,1,4,2,9,4,2,7,9,3
502000,2,2,1,2,5,3,1,3,8
502001,2,7,7,9,3,5,6,2,6
502002,3,1,3,3,8,5,5,5,6
502003,2,6,5,3,9,1,9,3,8
502004,3,9,8,2,8,4,1,3,6
502005,9,4,5,7,7,2,1,9,5
502006,5,1,3,1,6,8,9,4,5
502007,3,1,3,2,1,5,9,1,8
502008,1,6,6,4,2,1,1,7,2
502009,9,3,6,5,3,6,5,1,7
502010,1,2,6,2,8,3,6,7,7
502011,1,8,1,6,3,3,2,3,7
502012,1,7,1,1,6,9,7,8,7
502013,1,6,3,4,1,5,6,3,1
502014,2,1,9,4,4,7,2,2,2
502015,3,5,7,9,1,5,9,2,9
502016,3,4,8,3,4,9,9,9,5
502017,2,1,1,9,6,1,8,3,1
502018,5,3,8,2,3,8,1,7,1
502019,5,9,4,6,9,2,1,7,6
502020,7,9,9,5,4,6,2,4,8
502021,2,1,3,7,5,6,5,8,1
502022,6,8,3,4,3,1,5,9,4
502023,8,1,1,6,2,4,1,9,9
502024,1,2,7,8,3,6,9,4,6
502025,6,5,6,6,7,6,7,9,7
502026,5,2,9,5,4,4,8,9,3
502027,2,8,1,2,8,4,7,7,2
502028,3,4,1,9,2,3,8,7,1
502029,8,6,9,4,7,4,9,2,2
502030,4,6,7,6,7,5,1,5,8
502031,6,1,3,4,2,2,3,4,8
502032,1,3,3,1,4,2,7,8,6
502033,9,5,1,8,2,9,7,6,3
502034,1,9,6,7,7,4,9,6,3
502035,3,1,5,9,9,2,9,8,6
502036,3,5,4,5,3,7,7,2,6
502037,8,2,9,3,9,6,8,7,3
502038,1,7,8,2,5,5,1,5,3
502039,2,4,4,8,6,4,1,9,7
502040,2,5,8,5,3,1,2,4,5
502041,4,4,8,2,4,7,9,4,4
502042,5,9,2,5,5,3,1,9,4
502043,1,8,8,9,7,9,7,6,4
502044,7,3,1,2,3,1,4,8,7
502045,1,5,8,9,2,3,3,5,7
502046,7,9,4,6,8,8,9,5,9
502047,9,4,7,7,5,9,3,2,9
502048,3,5,4,1,4,8,7,5,8
502049,9,2,8,8,9,9,4,4,6
502050,4,4,2,3,4,1,9,4,1
502051,6,1,1,4,7,3,9,8,5
502052,3,5,6,5,5,9,1,9,4
502053,8,1,2,1,2,3,7,5,9
502054,8,3,6,5,4,1,5,7,4
502055,2,4,2,9,5,2,3,2,7
502056,1,5,7,6,1,8,3,9,5
502057,8,7,3,3,7,7,8,2,4
502058,2,2,7,5,3,3,7,2,1
502059,8,3,8,7,4,6,8,5,2
502060,9,1,4,1,8,3,8,1,9
502061,1,4,1,5,4,3,4,1,7
502062,8,4,8,4,6,9,6,8,5
502063,7,5,4,8,3,3,3,6,4
502064,4,4,2,5,5,8,8,8,5
502065,6,5,6,3,5,9,3,4,6
502066,7,3,5,1,7,7,5,1,8
502067,1,3,8,6,4,4,2,8,1
502068,9,4,4,1,5,5,9,4,3
502069,7,1,2,9,5,1,7,1,1
502070,7,7,1,9,2,2,7,4,7
502071,2,2,9,4,1,1,1,9,9
502072,2,3,5,9,1,1,9,2,7
502073,9,9,2,2,3,7,3,1,7
502074,3,9,6,8,4,5,5,4,5
502075,1,2,8,8,3,3,3,3,6
502076,3,7,9,4,6,3,1,4,8
502077,5,6,4,3,7,5,6,4,2
502078,6,5,4,1,7,1,8,5,1
502079,8,9,9,3,5,2,3,8,8
502080,5,4,8,7,2,7,9,9,7
502081,7,3,1,5,9,5,3,9,2
502082,8,1,8,7,5,8,5,4,7
502083,2,2,5,1,6,2,2,1,6
502084,9,6,2,4,1,1,4,9,5
502085,2,3,6,8,2,2,1,8,1
502086,4,9,1,4,4,6,5,1,5
502087,4,7,2,2,4,7,8,9,3
502088,3,9,8,8,7,8,8,9,9
502089,5,5,3,9,7,6,8,3,2
502090,6,5,5,5,6,6,6,3,3
502091,6,3,2,1,8,1,3,2,1
502092,2,3,4,4,1,1,4,2,5
502093,8,2,7,9,6,2,2,3,2
502094,2,7,5,4,2,5,7,5,5
502095,8,5,6,8,8,6,1,3,3
502096,7,9,2,7,5,6,3,9,1
502097,5,5,9,7,6,1,5,9,4
502098,1,7,2,5,4,1,1,5,2
502099,7,8,4,7,9,7,7,7,2
502100,3,6,5,2,5,3,8,6,2
502101,6,5,7,8,8,2,9,7,4
502102,1,9,3,8,6,2,1,3,9
502103,8,9,6,3,8,1,7,5,4
502104,6,5,9,4,5,6,1,5,1
502105,6,1,7,4,1,8,7,3,3
502106,8,1,6,9,3,1,7,2,8
502107,9,3,4,9,3,8,3,8,6
502108,5,8,4,4,3,7,1,5,2
502109,8,5,7,4,7,3,1,1,4
502110,4,7,3,9,7,7,5,8,8
502111,2,8,2,7,8,8,3,3,4
502112,3,5,9,1,6,9,6,3,3
502113,9,6,6,9,8,5,7,9,9
502114,3,9,5,6,2,5,6,6,2
502115,5,5,1,3,4,3,6,8,1
502116,3,7,7,7,4,4,7,8,7
502117,2,1,5,4,2,3,4,4,3
502118,7,3,2,9,8,9,8,1,1
502119,9,5,5,1,2,6,1,7,3
502120,1,5,1,1,9,9,5,8,4
502121,7,6,3,4,1,6,1,4,1
502122,1,8,3,6,7,6,7,2,6
502123,5,6,9,7,3,4,5,9,1
502124,7,6,1,7,4,1,9,6,1
502125,3,5,5,7,4,9,8,8,2
502126,6,8,4,5,1,7,4,9,4
502127,1,2,1,6,2,4,4,4,4
502128,4,9,8,2,2,3,6,2,3
502129,5,5,7,4,1,2,9,3,7
502130,3,6,4,8,9,9,1,1,9
502131,3,6,9,7,7,2,4,8,3
502132,3,1,2,6,3,8,6,6,3
502133,8,8,5,5,5,3,6,6,4
502134,8,8,2,3,8,5,3,5,7
502135,1,2,2,9,1,9,8,9,9
502136,6,4,3,6,7,9,5,1,1
502137,1,3,6,6,6,8,8,6,2
502138,1,5,2,2,7,9,6,8,2
502139,9,8,1,9,3,6,7,8,5
502140,1,8,6,5,8,7,2,6,2
502141,9,1,4,2,5,3,1,7,1
502142,8,7,9,7,5,1,4,6,2
502143,2,3,8,2,7,9,3,7,6
502144,2,7,5,5,8,2,2,7,7
502145,4,3,5,3,8,2,4,6,5
502146,8,1,3,6,3,7,1,5,1
502147,7,9,3,2,9,1,1,7,8
502148,4,3,8,6,2,9,8,2,7
502149,8,7,8,4,8,3,8,3,7
502150,1,2,5,7,2,9,3,5,4
502151,2,5,8,8,9,6,2,6,6
502152,4,8,5,6,4,7,4,9,1
502153,2,1,4,6,7,3,5,9,9
502154,8,5,9,6,5,2,7,5,8
502155,3,1,5,5,7,7,8,3,4
502156,7,9,2,1,7,7,4,6,2
502157,5,9,5,1,4,1,7,2,6
502158,2,7,2,4,7,9,7,1,7
502159,4,2,8,5,3,4,6,6,2
502160,7,4,6,3,8,6,2,1,5
502161,1,6,9,9,5,8,7,9,2
502162,2,7,5,5,6,9,9,3,3
502163,2,9,1,5,4,5,8,7,7
502164,4,6,2,7,5,8,9,4,8
502165,6,7,5,9,7,5,8,3,2
502166,5,2,4,3,8,9,4,5,2
502167,3,8,4,9,2,7,4,3,1
502168,5,3,4,7,7,7,5,2,7
502169,9,9,8,5,3,8,5,2,5
502170,4,3,9,1,4,1,5,4,4
502171,2,8,2,7,7,5,1,7,6
502172,3,5,3,8,6,5,1,8,3
502173,5,1,8,5,9,9,2,8,1
502174,7,6,7,6,2,1,5,4,2
502175,7,5,2,8,7,1,3,4,4
502176,7,2,7,1,8,7,5,3,5
502177,6,1,9,1,8,1,2,2,6
502178,8,5,7,7,7,2,2,9,9
502179,4,6,1,8,6,1,4,5,9
502180,5,1,8,3,3,6,7,8,6
502181,4,4,4,2,9,6,6,9,4
502182,3,4,8,8,1,5,9,8,4
502183,1,2,3,3,9,1,3,1,6
502184,7,4,2,8,4,4,3,8,8
502185,4,8,5,3,9,4,8,8,6
502186,5,5,7,9,7,3,4,9,5
502187,2,4,6,9,7,8,8,3,9
502188,5,8,3,6,1,5,1,8,5
502189,8,8,8,1,6,4,7,5,5
502190,8,8,3,8,4,8,2,9,1
502191,4,3,5,6,5,5,6,9,4
502192,2,8,9,2,2,4,1,3,8
502193,6,4,4,4,8,4,6,2,6
502194,3,3,8,6,8,6,3,1,4
502195,6,9,9,7,1,4,3,7,5
502196,6,2,3,8,2,6,9,2,9
502197,3,4,3,9,7,6,2,9,9
502198,4,3,6,9,1,9,3,5,4
502199,9,5,8,8,4,7,8,2,7
502200,6,6,8,2,9,9,6,7,8
502201,5,9,5,5,6,5,9,5,3
502202,9,4,5,4,3,6,1,3,3
502203,1,3,9,6,7,1,7,3,2
502204,3,9,9,2,2,5,7,4,8
502205,9,4,4,8,6,8,9,5,2
502206,8,7,6,4,7,3,9,6,4
502207,2,4,4,5,1,9,8,9,4
502208,6,8,5,3,8,8,7,8,2
502209,5,4,9,1,2,4,8,2,7
502210,8,6,3,7,7,3,6,6,6
502211,2,8,7,6,1,5,6,6,3
502212,1,4,3,6,5,5,7,3,6
502213,4,1,2,5,5,1,2,6,5
502214,1,3,1,3,6,1,5,8,1
502215,8,3,2,3,4,2,8,4,8
502216,3,6,6,3,8,4,1,7,7
502217,1,5,8,1,8,6,7,4,7
502218,5,6,9,7,6,6,4,7,3
502219,1,9,4,3,7,2,9,7,7
502220,4,2,7,3,7,9,5,7,3
502221,3,2,5,8,8,6,5,1,8
502222,9,3,5,3,1,1,1,3,3
502223,7,3,8,8,6,4,5,9,6
502224,8,3,8,1,9,3,2,1,6
502225,8,8,3,7,7,5,9,5,9
502226,2,4,9,4,1,5,1,8,5
502227,8,6,8,1,6,7,5,2,9
502228,8,6,7,2,3,3,7,7,9
502229,1,8,6,7,4,3,9,7,1
502230,5,8,9,6,6,4,9,8,2
502231,2,2,5,6,1,4,3,7,3
502232,2,6,1,5,9,7,5,3,5
502233,7,2,3,7,4,7,5,3,8
502234,9,2,4,1,1,4,6,2,8
502235,9,3,5,7,7,4,9,1,5
502236,1,2,1,7,5,5,1,4,7
502237,3,8,3,9,5,9,1,1,3
502238,5,2,7,1,4,8,8,2,6
502239,3,7,5,4,1,4,3,3,9
502240,3,8,8,2,3,2,9,6,7
502241,6,3,2,9,1,6,3,2,4
502242,6,4,5,3,7,9,7,2,4
502243,8,1,6,7,2,3,2,4,8
502244,9,8,3,5,6,2,8,8,6
502245,3,8,8,7,5,4,4,9,2
502246,9,6,7,3,7,3,7,8,7
502247,3,8,7,7,2,6,1,7,9
502248,2,5,4,2,5,1,1,3,1
502249,5,2,1,2,2,4,2,6,8
502250,4,6,7,1,4,4,8,9,7
502251,1,7,9,6,7,1,3,9,4
502252,8,2,5,3,6,5,9,7,9
502253,2,2,3,8,8,9,9,4,3
502254,5,8,4,3,2,5,2,9,7
502255,3,7,5,1,5,5,6,7,2
502256,1,6,7,4,2,4,3,6,7
502257,8,4,9,1,2,1,3,4,7
502258,2,1,2,8,4,7,7,2,5
502259,1,5,4,9,3,4,1,9,7
502260,9,7,6,3,9,9,5,4,4
502261,9,5,2,7,6,9,7,3,3
502262,3,6,1,6,2,9,1,1,7
502263,8,2,4,8,7,3,7,5,4
502264,7,8,3,2,8,4,3,8,1
502265,1,3,8,1,8,5,6,3,5
502266,2,2,4,7,4,8,1,8,1
502267,8,3,5,5,7,6,4,5,1
502268,9,8,5,6,5,2,1,4,5
502269,4,1,3,5,8,9,6,1,9
502270,6,5,1,6,1,2,9,7,6
502271,3,5,5,6,8,1,5,9,3
502272,6,8,8,4,1,4,3,5,2
502273,1,7,9,6,3,2,1,5,5
502274,1,7,8,6,9,9,2,5,4
502275,2,6,2,6,9,5,7,3,8
502276,3,6,5,4,6,7,3,6,3
502277,5,7,6,1,7,6,2,7,7
502278,8,8,2,6,7,1,9,1,3
502279,1,6,9,3,8,5,8,2,3
502280,1,7,9,7,1,1,8,8,6
502281,4,3,5,3,3,2,4,7,3
502282,2,7,5,2,1,4,6,5,7
502283,1,3,3,6,4,1,4,9,8
502284,5,1,7,9,6,5,8,3,3
502285,6,4,3,2,5,3,2,8,8
502286,3,3,8,1,6,4,6,3,6
502287,7,8,4,1,3,6,7,8,3
502288,8,4,1,9,9,5,7,7,3
502289,6,1,6,4,3,8,1,4,1
502290,9,4,3,4,5,2,2,5,9
502291,3,3,1,2,6,4,5,7,6
502292,7,1,4,9,3,1,9,3,5
502293,4,5,6,4,1,1,3,6,7
502294,2,3,4,4,5,9,3,2,4
502295,2,1,9,4,8,4,7,5,3
502296,7,6,6,4,6,9,5,9,5
502297,7,8,5,7,7,1,3,7,7
502298,2,7,6,1,8,6,2,1,6
502299,5,4,1,2,7,9,2,1,6
502300,7,1,2,7,4,4,5,2,5
502301,5,1,7,4,4,6,7,5,4
502302,8,5,6,8,2,3,2,1,9
502303,5,7,1,9,9,5,5,5,1
502304,5,6,4,2,7,3,4,3,7
502305,8,5,2,8,7,5,4,1,8
502306,9,4,7,2,8,8,2,8,7
502307,2,3,7,2,1,7,4,7,8
502308,6,5,7,1,6,8,3,8,1
502309,1,5,1,4,9,2,3,3,2
502310,1,3,7,5,1,1,7,5,4
502311,4,2,6,4,5,7,4,1,4
502312,4,9,3,5,1,3,6,5,4
502313,7,3,6,8,2,5,3,4,7
502314,4,5,1,3,3,5,8,4,6
502315,3,7,8,7,5,1,3,9,1
502316,2,9,1,1,5,6,5,3,9
502317,2,9,5,1,2,4,9,4,1
502318,9,6,6,6,3,5,6,9,9
502319,2,3,9,7,4,2,3,7,8
502320,6,7,7,4,1,5,4,7,1
502321,7,2,6,7,6,1,7,6,5
502322,5,9,7,3,4,8,4,5,1
502323,2,5,6,5,9,3,5,4,6
502324,6,7,8,3,6,1,5,3,3
502325,6,2,3,3,2,6,2,8,7
502326,9,7,3,1,2,5,2,7,3
502327,9,4,4,4,9,7,6,5,6
502328,1,6,7,1,3,6,4,1,4
502329,1,1,1,4,2,3,8,3,1
502330,5,4,8,4,6,5,4,6,6
502331,5,8,6,2,8,9,8,4,2
502332,7,5,1,4,4,1,8,6,4
502333,4,2,1,3,4,3,7,3,7
502334,3,2,7,2,6,9,7,5,3
502335,2,4,6,9,9,4,9,4,2
502336,4,6,2,4,7,6,1,3,6
502337,1,2,5,4,4,9,2,3,3
502338,2,3,4,3,2,4,4,8,8
502339,8,4,8,2,9,9,3,3,3
502340,5,1,2,4,2,1,7,4,7
502341,9,6,3,4,3,8,5,9,5
502342,9,3,8,2,3,5,6,4,5
502343,9,9,2,1,7,2,3,4,8
502344,2,8,1,2,7,2,3,9,5
502345,8,2,7,6,5,7,6,3,7
502346,3,3,7,2,3,9,6,7,6
502347,7,4,9,9,8,1,1,4,7
502348,6,1,4,1,8,6,1,1,9
502349,4,1,9,6,9,7,5,4,9
502350,3,1,5,6,1,9,2,3,5
502351,4,8,2,2,4,5,4,3,3
502352,6,2,4,7,8,6,6,1,5
502353,5,5,5,1,9,2,8,6,3
502354,2,2,4,9,9,9,7,9,7
502355,1,3,9,2,6,3,6,5,2
502356,4,9,5,7,6,2,1,6,8
502357,9,8,7,7,3,3,3,3,9
502358,6,8,8,4,7,4,9,2,1
502359,2,9,6,5,4,9,3,3,1
502360,5,7,1,6,5,4,6,9,5
502361,6,2,9,3,1,3,8,9,7
502362,6,6,7,7,8,2,8,8,4
502363,7,2,9,5,9,3,3,6,3
502364,5,5,6,1,7,2,3,2,7
502365,7,2,7,2,5,9,6,9,9
502366,1,4,8,3,7,1,7,9,8
502367,1,9,8,5,1,4,9,3,2
502368,9,7,3,2,8,9,2,7,9
502369,1,7,5,8,4,7,5,9,3
502370,4,6,9,8,5,3,2,2,3
502371,5,8,4,8,7,2,5,4,7
502372,3,4,3,3,5,1,7,9,5
502373,7,7,8,9,7,7,1,7,7
502374,3,6,9,2,6,1,2,8,5
502375,8,7,5,1,3,8,7,1,9
502376,9,1,9,3,3,1,7,5,5
502377,7,5,1,8,1,6,6,6,3
502378,2,5,5,9,6,1,9,7,9
502379,1,7,9,1,4,2,5,7,5
502380,4,8,2,5,9,3,6,3,8
502381,8,5,9,8,7,4,6,9,1
502382,1,9,4,9,8,3,6,4,3
502383,8,9,7,4,2,2,8,3,1
502384,8,6,6,5,9,3,1,7,7
502385,1,4,3,3,3,5,4,9,2
502386,4,4,6,7,4,3,3,7,1
502387,7,6,6,3,4,7,4,7,1
502388,1,4,1,6,5,7,6,6,9
502389,1,6,3,9,5,4,9,6,6
502390,8,4,9,1,2,9,8,6,8
502391,3,9,5,4,9,7,6,5,1
502392,4,2,1,5,7,8,7,6,1
502393,6,7,9,9,4,4,7,8,8
502394,3,1,7,6,7,9,9,6,6
502395,1,3,9,2,1,5,7,4,5
502396,8,1,6,6,8,5,1,7,2
502397,5,4,3,7,8,1,1,2,5
502398,8,1,3,2,1,5,3,2,2
502399,6,7,6,9,5,8,5,9,9
502400,1,4,2,7,3,1,3,8,5
502401,9,3,6,7,9,7,6,5,9
502402,3,3,7,2,9,2,6,6,2
502403,9,1,5,4,6,5,5,5,9
502404,9,5,9,8,4,9,4,7,6
502405,6,7,6,8,8,5,8,3,4
502406,9,2,2,4,8,8,1,2,1
502407,9,8,8,6,1,6,1,7,7
502408,2,4,1,1,5,8,6,7,4
502409,9,6,2,2,6,6,5,5,3
502410,2,5,6,6,4,7,9,3,9
502411,9,5,4,3,1,5,8,6,5
502412,2,8,8,9,4,1,3,6,2
502413,6,9,6,9,4,9,8,3,1
502414,7,7,9,2,9,4,7,6,4
502415,3,5,6,1,7,1,5,3,7
502416,5,7,1,2,8,7,2,9,7
502417,5,2,7,8,2,9,8,9,1
502418,3,5,7,4,5,3,8,8,9
502419,9,4,8,2,8,8,8,1,5
502420,1,8,2,4,1,1,1,2,7
502421,6,9,6,5,4,7,6,1,7
502422,5,4,4,3,9,8,3,5,2
502423,9,1,4,4,9,3,1,5,5
502424,5,9,5,9,4,3,9,4,9
502425,6,5,8,6,8,9,2,9,4
502426,7,1,7,7,4,3,8,8,1
502427,4,1,8,9,2,9,3,6,5
502428,5,5,6,9,6,5,9,1,4
502429,8,1,8,6,3,4,4,9,1
502430,9,6,4,6,1,2,8,2,5
502431,6,5,2,5,6,5,2,9,4
502432,7,3,3,5,2,4,9,6,6
502433,5,3,1,2,5,4,5,8,8
502434,5,8,8,6,2,9,4,2,7
502435,1,4,1,5,5,6,6,4,1
502436,2,8,3,3,4,6,3,1,9
502437,7,8,5,1,9,3,6,8,2
502438,5,4,7,3,5,7,7,4,6
502439,1,3,9,1,5,2,4,9,8
502440,1,4,9,8,2,4,2,2,9
502441,1,2,2,9,3,9,9,4,2
502442,4,8,9,3,6,4,2,5,4
502443,8,4,7,7,7,1,6,6,2
