Height,A0,B0,C0,D0,E0,F0,G0,H0,result
502902,1180208188,1957297259,2426316314,939470854,227924275,3790447373,1831677219,321765579,3518227288
502903,2662906026,1032907317,3092377661,4230739095,873401238,3126093587,3206748219,2649488536,2581858958
502904,3953729706,1233577122,21671716,1328138700,3738912428,813100536,3764570152,1471448161,1564500897
502905,3899717323,577530543,1678483677,3988296006,551555174,1223313924,3048078005,3825443044,1552426742
502906,3848268927,2892574132,3157227309,640589401,713535614,3838016913,956862510,1954642799,1395399092
502907,753076375,40714012,3140035686,2156065954,3432978085,4193156478,2725099238,2138929668,1172241738
502908,2664248069,3490921418,1515378178,1950119327,3043229480,2033127543,2751644616,869408811,712169575
502909,880042103,3997676904,783657191,3656324059,134950327,4160918414,1465039486,2085579265,4153096607
502910,2038822325,2420208995,1822242432,4007743634,269498101,3149815853,1964219368,2829524777,2768754297
502911,2326418087,1763074486,189260455,1405964590,4119436008,3154722873,4039220873,1824003646,2377899245
502912,929891325,3385763860,3035057365,4063748591,3600299359,3133656481,2438796797,3715327168,761692338
502913,3394334992,3695717900,1464650460,4104358711,3215134981,130500626,3463316665,2968721040,2688953203
502914,4152508614,921785326,1580369233,4124572687,591130025,1920652197,2459380857,3651742487,3867865312
502915,894164867,1334530049,2402915223,3309496567,835565497,239558846,1805365894,490345038,3323405598
502916,1761041068,3549780741,192321985,344975705,1458581259,3651780330,994367783,3665535438,3271194434
502917,2651767478,3086713314,3166422208,1716935481,2973653240,4190543833,1641708002,3581110,1787816815
502918,2764388297,2240150027,1680629017,393447172,1075975001,2641963100,2191776562,3359538286,1729495123
502919,3983854082,226948097,1245301707,4175383093,869112274,720360823,2496337600,919099065,2024621230
502920,2443512395,2488549626,875990982,3146420118,2722753583,898445241,761699882,3686660728,187290224
502921,3163174210,4200482761,4141508086,3870505497,4056153274,753651400,291434607,3962497196,926604416
502922,3174943268,4036449467,992374996,3519584236,2493152298,3212361935,3322424191,2970201052,11435530
502923,1101070649,807122326,2708293267,1402567678,4221055933,3216927966,104429353,457778581,2442294568
502924,917577146,988187086,198714727,4138951710,437115712,4022087606,4129930157,4063446989,2320896732
502925,598257281,752113847,1996328727,3882270515,2107461332,2920282576,2801844583,828728500,1617540257
502926,158781982,1291395186,3947337564,4042345951,1207651217,3573359779,3988691376,2376254371,1318372492
502927,392331705,1500080202,835814946,1843320122,1372643450,3941639476,3550078373,245492124,1965214553
502928,198861494,233119023,3088317596,596621174,1107122382,3375541499,3586292967,4269632821,1743434660
502929,2064484557,4193237658,1432577635,3190341918,1785550746,408854990,3447424917,3339851243,3691933952
502930,2605432052,3332629507,2212823091,1853204540,1223861750,1184791830,4014880634,3076027276,2283453081
502931,518128378,587463922,1265306179,4213331151,3824682354,2977955686,1393049061,3376823465,215276671
502932,1109794806,2955119112,2408091498,3647131787,4057834484,656347317,621823149,4149462441,1346551949
502933,2154361952,303089753,3305666688,3497859717,195806568,196841978,526652551,2398829837,2919316007
502934,4101953533,1660439475,339093266,1141566339,1608005805,3524261540,840964328,3757298983,1458587841
502935,3683421163,3259932392,1133602445,2185710237,2126504599,2498214764,3849591240,1870762772,984470118
502936,589704517,2206235677,1247902372,2076072248,3670572521,2302750319,3424235904,422229036,1367290785
502937,339685407,3595032125,449301509,1504249317,4275253769,1573460562,3816443114,2083564144,816465434
502938,155953605,2198551482,2466977363,4209128705,3534384060,3733508816,1583425163,2107151913,2440566643
502939,1338343310,1861741237,2179736172,783830298,3876325567,1059616198,2379325609,2024339160,4993360
502940,3379004190,1034202289,204213168,2986367382,850908132,478078038,1887773837,2283346192,1045484829
502941,4131106262,2582048120,1379636461,4032981959,3557998278,2733559726,2609487264,3838325369,2071145517
502942,970494059,1245509742,3724418405,2211725711,2005769830,362126184,3876782820,1877357883,659168002
502943,271436233,3416455293,3305351833,2989766816,154286466,2185736915,3226413117,365525505,390090869
502944,853546463,2915773962,2068539321,949218569,1331182406,1520345045,3040756965,2023543350,2736458855
502945,1954243538,1876237414,4050705402,2340238321,2486711495,3509364046,1810473359,1576580092,1930846417
502946,3381917391,2407855206,2441062606,2739430552,369014704,2822706890,3501979768,620678828,1678766685
502947,2667573081,4273424078,4244879212,2298592639,1016025030,3675285491,2023410476,1264039609,1894885570
502948,2657194348,1691096376,264775221,2294053728,2160454467,4277024261,4262887154,378887375,895136183
502949,2498159193,685867132,3040607657,302883417,4188590589,2080460248,1511215327,1566859265,223299043
502950,114977240,3566679944,4029294508,4123413089,545977364,2596453734,1716393507,206157108,892008680
502951,1040816789,2321286840,4237341249,2606001329,1787148755,2771669582,4237945319,241420561,90851605
502952,1346319150,4228198404,1950884420,4126952538,3414204031,3559840074,1467833656,3266600755,999482574
502953,3211078161,1896413062,2451952801,466060806,2691332108,2855832395,3084383179,3379640978,3831427637
502954,1283108630,2284995744,1498664404,812228831,4077945209,2842971994,1874060298,2167107977,3402705088
502955,3208957119,1357523468,271212225,131090235,2209813602,2125676717,898589559,2219328983,2186975261
502956,2540086417,1033681244,1849657009,3174399475,1570021756,3687839429,3535424837,1593338626,1499101273
502957,731167935,2810981331,1086542759,2854340124,3707302664,2556583253,4099272799,140752682,3331664046
502958,1443149416,1301904015,2322524014,3975768836,408534404,1164716560,63863756,2665145603,2974887946
502959,484206146,1699786388,1175176929,762649654,2979313335,4256874717,2710622233,397472007,18032971
502960,1263769296,1601168867,2158059156,1969564679,573575100,3846320723,533850574,3142947206,2981321168
502961,2898978184,1191281743,1678716645,3550656785,3207060184,1135257801,308480765,908614149,1026459744
502962,510601149,441309489,1786025124,1293882092,3694637651,1824886309,2425210971,3968708169,728511854
502963,1814441823,2110938202,941715225,2214422359,2465710754,187716077,162738247,4133135316,1096232705
502964,3011813263,146519397,3224602905,1483570211,3633397858,777552270,386159665,1016605181,1714208219
502965,2074911916,880874911,2457294946,2025002133,645243526,2283661786,3115421745,653732437,393963361
502966,2443324567,3976373977,922960559,2922828197,3258351224,3538062983,4154794557,468103099,2096588772
502967,1240726898,1676352343,3960563127,2196896363,2174701405,3849596842,1917796968,1301149307,838951665
502968,2695064392,1185498004,3644628501,573650406,54289784,1655668961,1621703046,580694935,4013420710
502969,1226385022,3576163788,874287549,53986937,1574795766,2751209730,1790953531,2883606408,1048816137
502970,2426738570,1273432372,836327961,2553712561,2403230743,3461536540,1931896110,3395885436,3262695299
502971,3145020590,3892416292,1691013404,2562386642,495655096,474835335,2011160209,4254418285,667281573
502972,1743059328,3534089224,3581240718,2233970510,3612089890,3647421821,2113429553,697347656,640549857
502973,373475557,229566949,469835323,3979807470,1971014500,483328319,3311934605,2974500056,893958219
502974,4010911026,1358559638,141138731,2903121182,1028928700,902308271,1102347318,22575567,424780848
502975,1483336232,157550490,308504702,3317352537,1089378850,66871158,2894026786,582139871,3600469558
502976,3663966035,1661824688,2420621668,1596989204,3504208336,1758244634,4116795733,1885517813,2928903199
502977,1976565846,1460440278,4007539549,2973656112,343533189,2714881063,542438907,2659743953,3185405735
502978,2213832019,1749598884,2004748109,1319375039,845129027,908499983,773065642,2897023233,1866287430
502979,2449114761,2529057834,2393984134,2560572040,3612893046,3900012079,1999450255,2747532598,879127727
502980,344804258,2194064575,1171508443,1596119596,3485922499,2519692085,3124682841,3947508233,4214657878
502981,1889496044,91438556,1571746379,1325617685,2548011787,1630484878,1700733129,3456890245,3299629379
502982,1902391134,3939593180,1247330624,2881689002,1979201484,2946859164,991400156,3276855280,458679118
502983,1845674610,2927470335,2388278510,4147878167,2798009146,3034077845,1662656939,2518282797,1177882069
502984,4288660058,2434361191,3379146447,1024387130,3406405182,1853175548,3258894392,1460573025,970597167
502985,2396584057,1029044061,3524271202,1484490350,3307070158,461913090,63552502,2119203250,3134235376
502986,2209180153,478245481,566575361,1885286418,3833561872,4257929011,4100403772,4223722039,2778494370
502987,1569702601,1206389666,2953417872,1126284601,847101859,125436869,2588427601,3192159719,1095114829
502988,1051092746,3454771251,3256430931,86895976,2905926356,1414663550,2881250404,1615954005,2154377007
502989,2485985766,2048506758,1304161388,2169351399,1087553752,3473062383,1047233152,3587155890,3754416842
502990,4026755689,2525894900,1635308074,3447431755,1143251418,817564104,3487450821,2906293062,119931600
502991,3349764552,390820218,3419087774,3021382669,46807908,2597220999,3085279379,1064779482,144261683
502992,3029539737,2078545680,3247418385,3029587422,288263629,488109046,4255442035,2390936495,1387288333
502993,3553339743,98645556,3861784892,3495772761,2992999569,1236087121,220830777,3620474189,1936555138
502994,2275268028,4085213944,2494978934,1441832956,166012508,3041907629,4185400066,106279359,2649538861
502995,1114196416,831202095,2685611636,4134810282,2625665533,2760475953,3132842519,4198062198,3000838571
502996,2311208520,2239875851,2779388377,2456081976,1891061826,3830902175,1598805234,1970331239,3340969360
502997,2404874443,2939803305,3826934952,583777329,854932354,120971640,3805896265,782654389,3624202409
502998,975775368,3581910966,2582461493,3810997766,3596954431,2585162402,21815658,2547652168,105913175
502999,995486888,3098307804,1190234158,1532044746,3870410419,3665645237,1923064636,1999501485,758185305
503000,4181045348,3739982169,1296245211,904720050,325889200,2489629592,299328531,46631401,841568302
503001,3143979377,2138167361,3329171471,494695823,308053292,1852337797,1192416486,232826113,191305144
503002,2371605629,266849168,2724233795,885365828,1325764701,1286734358,1378505047,1327371369,3404140818
503003,807800710,2002828317,3174385978,3972795775,3372302802,2526968591,3806873971,4041596311,2520532389
503004,1278616700,4183262519,474243256,2605389429,718228660,4250686054,3249224807,3089700134,2717100258
503005,2289400546,11404969,1273986208,2553083031,1895676794,177146590,3874704871,856668261,91229745
503006,342696718,1371065356,1153537159,3982636699,2592725407,1523560295,1013270088,2436287840,2025699339
503007,1340715601,940404664,2155226510,345446373,4100355435,3329345277,1596216028,3673605921,3395639305
503008,1296827681,2770590514,53286747,1799355288,72272293,614554243,4072228791,4114776422,1035039951
503009,2294523651,2078549052,3207665917,2044751617,4226820500,56858715,2890994700,1674272186,346493164
503010,3616006151,643964912,3982513442,864780678,2565223463,3538387744,1368391838,3727079313,2970438293
503011,2442953259,3594255408,2165677454,2822427272,2589719941,4191712468,395355697,2283123775,325185354
503012,529243615,4255217469,128609086,1269792624,3387747228,3792969208,4235239887,3090068029,3872639503
503013,1744741164,3727555936,2271401656,2514096281,2270862985,735341841,2398562625,3920983622,2090918795
503014,3415284084,3274678313,4163279187,2361490002,3853574615,2250654381,2967875718,581777879,2624099424
503015,599024341,2269725759,711732705,683183400,1463472344,3455227936,2476211741,2793654639,2838160198
503016,209437274,1411319114,1209131985,1756314572,2293142506,1738368302,913185846,3547651816,2643034632
503017,3900857414,712443754,93779020,2963487983,1034434142,2465370322,3553685847,494268063,3698112752
503018,2664056315,1741985330,2607480604,2545190178,2059401695,33285633,2195080718,85594747,2920874705
503019,2217178521,1514786880,215958030,792146982,3192819130,3889425125,4026556133,1858036788,893006426
503020,3666547964,2776011245,1976226718,201125757,2913992440,3055580877,2496903442,690153662,1692509685
503021,161054599,1147273066,535349551,1460526122,1172664294,53772581,2700903278,714465985,3242932099
503022,3859930038,1865135020,3285096163,2271489261,3190362471,2500971003,2238438622,3954631131,77945542
503023,2871313646,559836109,1628761459,32163216,1301549055,3499270149,1075325722,3496582490,1373851664
503024,3967562750,2087940171,3029425504,128297144,3340477025,666332500,832618865,1595025634,1926597742
503025,2900818894,1783652962,3081729620,1752482163,439964716,759779185,3876352247,40995448,3099125703
503026,936056733,784146353,4029014247,3865394900,2285839231,1575445596,2222008690,2046071372,1246748587
503027,449502062,486089022,197254747,1685466897,2011728124,4129811950,3165629101,3949937598,855156053
503028,2258897304,3846723517,4293447724,414205570,811800703,1918905433,4158619749,2663436011,3075803456
503029,2130683469,4048100098,4052885591,757890313,1246787817,2133499420,2669315,2808751708,2107202548
503030,150253712,670875123,269268618,2725359234,178062924,4150935895,4212065196,215129938,1389366566
503031,324803591,4174306392,3308158938,1392867210,2822757243,3795153765,112394021,6398317,218977894
503032,228458237,3084600683,1879679788,19275250,993691457,280429196,1418815629,669754595,263987917
503033,335179190,3135430163,3876100714,2923204561,801720592,386319773,119699802,1823007704,2917892147
503034,3680348570,1938416053,692418135,4265442306,3388446087,2528779280,3928459858,3248945324,685926030
503035,1959728402,2321508763,852740567,1316215480,386832048,3743154927,439416504,1109685515,199772748
503036,2380686511,3055332123,1880279558,343073904,3981183559,3761486935,2590143187,556660455,2837753455
503037,655335078,1862080710,1292149632,2066749236,1172301952,3081101292,3907597983,1449213930,2324734657
503038,1306202855,2715272090,1496994106,2010736238,781357535,2405075616,1643872936,1132831399,3720398979
503039,892040912,2025201105,2416194390,84727359,3440691625,2350724742,2615317360,1677177709,2319774031
503040,2996941988,423707938,2827714589,376100248,2904908752,1974331167,449717660,3501858253,3067558822
503041,222904747,1484613240,2762815590,1385157155,2889599754,1949256491,2489366630,3877790961,3511528802
503042,4165984716,176128874,1681231527,1383838238,218404334,27983777,3611048303,4191371200,3065447898
503043,859982515,2398427118,2666964318,3543438348,473710634,1187787563,1215840480,392119719,2270031564
503044,83535951,1889685604,3042275443,3316855210,1809565846,2095132562,1635983894,76405583,1682487501
503045,3473755194,1235355085,331455257,2626764145,2654251702,731967175,1559775166,2188001597,1721034287
503046,3833240047,1317188564,1661763504,2292189181,4279164565,2050312318,3757984277,3791481226,880097521
503047,1519115920,994803018,2277053160,4021382652,2147522148,240990994,1838023625,1212762364,283415500
503048,2254911869,1444871033,2077233286,2097824701,2905441885,3277656888,2087028557,2314373531,2383819851
503049,1819580572,3928542964,2516696018,527802374,925622839,2321343176,1816220331,1238241176,789164229
503050,1198624677,1115645320,304751662,4065056912,2141897599,2767827243,1204604570,1883934372,2452238244
503051,2424437285,2942698870,4114684170,414750978,521785829,714396261,4179254317,403568432,989266532
503052,920470525,4146432151,24963279,2829020912,2005784656,3885581722,4017010311,1249586603,2819736989
503053,3992722665,745019419,2482912932,3174191965,1595570366,335534233,2215990435,74828416,2623371228
503054,4247201834,2995256032,1757470469,3654815390,1303275598,689201920,1917774866,4202539593,1297884737
503055,2267374080,3848306498,2932784470,2054019393,3880466045,4058148577,376791832,551398238,4179151883
503056,775324941,2676323705,3693362118,138634512,499415623,932479105,478378621,2413364679,1256776660
503057,2819696644,975842575,1859016513,430588063,3634880136,2454471030,904081232,259167805,780956959
503058,3733192277,2500848276,3817340757,4011636722,3977150172,3728304132,3203492395,3522274871,1382004676
503059,2545727928,275881823,2662921105,1291298501,3097759491,906993303,61384166,449163422,725650819
503060,565774855,4044854794,986408326,3109211411,383922960,3516578,3802413024,3083289123,3008196486
503061,1910349496,3686831745,230836525,3821829231,3672821078,3140928526,3959485,2943633751,2176688776
503062,2442747388,729238534,1638683572,2309622873,515288016,651859532,2824036083,3416636007,2467217036
503063,3499475649,3538359666,970809731,2358790199,3883957046,2082614386,1362442947,407934798,1144247562
503064,2500854434,2900245264,3770335891,2517689950,2931936578,1168825402,1120570998,4060593626,3000078000
503065,425361148,611288388,3512367368,2877117987,161902074,3585090271,3087524494,3340297870,1512146195
503066,2683955677,3890747473,177173793,2727263818,3103335205,2297514520,125383513,200699199,887967704
503067,2483822367,3657224375,3031368607,3549818117,1981785946,2940706561,1633646974,497921338,51385068
503068,3732271212,2570887121,1152788075,3273467988,2205428627,897572191,2526084364,3452820146,3681887189
503069,3634813265,199875666,2975862943,990363063,2877117759,2385673681,2974655099,4274780454,1013535447
503070,1553400890,511406969,4039137140,1214132773,3241214509,1702252817,2242029036,3347923264,883438957
503071,3666710761,3892464701,1429718902,2550318033,1987493868,4259133555,2129090472,3322718664,1431029176
503072,2753310824,1182400054,2735258312,3517154425,1068537778,4058459918,4083969448,2922353440,6720566
503073,3993074985,1073007793,1716813141,815974026,3218901338,3788799880,3017752004,1558966148,1088161359
503074,3547772052,456471043,824468786,974465543,1909378850,1749375578,1546473229,3107336914,1481487124
503075,1202679756,3921965037,2979019068,3157280635,311476629,2999611101,2796474060,4288919461,2805505802
503076,2163044228,2801838058,981202582,4000371124,661077984,2642746042,832417372,25001000,3225093318
503077,3376381214,1752496995,807845789,2795634650,2954663480,1776282167,2843920035,1328783462,1481652584
503078,1371846999,4246477469,2410901640,3493104011,2778534640,1594611436,3516023874,2128368323,1278178552
503079,1549758510,4157215414,3590601388,1539419790,369434505,2083457927,2762792679,1713489545,2946202
503080,1599472714,3303613481,733356641,3262852340,4008974007,2991827526,2415526711,1262434344,3806663096
503081,2665721620,2819316464,2629801327,1225781677,1239441226,4239287923,2546450281,3100300952,1677751537
503082,1396293227,1823390011,2817176558,4142083884,3700182868,2842787067,3547656377,1059630901,88563017
503083,1481216996,3276140878,228621340,2074755824,3982531318,916792469,1737516824,3427424298,3267852088
503084,3844165209,1920444398,46750339,3325112518,2390943890,1304905109,2261468702,2188201179,1893847069
503085,1408188140,2129767222,2882029367,763121602,3332890483,1494232548,1144212778,3541717822,3567487445
503086,1714509412,423560,3347622804,2767447956,371189933,1831514500,1092817938,2869850585,1319357767
503087,1777113012,2934183959,2692973157,4116319168,3046445373,4288709140,2442557784,2347075564,3767654600
503088,2189145267,2795990742,47498737,3360091871,3434157069,2940082975,38182215,2428704469,3366190548
503089,1111880969,3738629984,2169773244,3170099435,2927397549,1146337158,2784343508,669246924,1076551327
503090,3079866836,4228922877,795083414,3008901268,1125872084,956174889,831760976,961306061,1220856600
503091,3183407947,3547699698,456868286,1477958798,1707536171,1414309096,491357366,3587118951,250226656
503092,3018434821,3769429181,2193051687,3438951009,3670335577,3546111763,3485088865,3856611945,1828989169
503093,4244705875,2109479028,3793289218,166518257,1180319175,1831415167,248030959,419384391,2743612402
503094,742226872,4136776824,3858401650,711648943,727968928,3784671272,4041914621,1662754269,4084763988
503095,697086392,3145981163,1424608218,1912247711,2826272309,1216948037,2094644760,2203734506,2953013763
503096,3733653836,3095569698,2359552005,786473268,4140818267,1273195649,547442471,1104426443,3307311168
503097,3933889656,3769521255,814236054,1331144491,2975732608,2845290010,2375805513,643074268,2704780802
503098,2444343482,1131026438,2797498018,3226820742,1592842293,2291271524,3905193096,1892093105,3022316982
503099,3658390119,1625637184,3040061624,696269832,337119310,2812545991,4250850476,3484717278,1010411797
503100,3834255843,1185269852,3646206325,2376341344,3229793912,1231700233,3762633001,2807384326,3670232046
503101,3767756184,3406860049,1468915312,1968714124,4016130565,1575754633,94978972,1930442170,2193609091
503102,3002820379,3339714148,493290042,2759950404,1908104328,3119868052,280238019,167084642,2827532590
503103,2658113122,3554995457,3578187065,4213247673,3845214368,2889780176,3351294337,2737986404,1325557768
503104,1821250845,3469144705,3291658162,3029200199,1001836582,3014458863,4229222411,3198400215,2288365734
503105,2146314866,3781559278,1577498861,3669627446,1408150337,3115521473,2950559046,315396396,485201328
503106,4002787096,2745667883,1258628070,3011120129,559111996,3216023028,52273334,2034019533,2428395630
503107,4093073767,3413998742,1731393682,4020174672,3360040098,1281513687,2228247722,618492003,2968535577
503108,193995858,4270882822,3212234502,1263478554,1107790286,3464710505,1274753426,154080308,758053620
503109,2630110487,2516965495,873215361,412041318,3784787068,3839206256,2760227496,169252331,3078241502
503110,1434786062,4275841566,2793588522,806891010,3349211211,2222862267,2687735663,882003327,1586096757
503111,2123060532,2488559070,3324302743,2415497454,2914993312,2097808729,839565746,77891733,1549125895
503112,2726684491,1071222693,4153390552,37189049,3925499947,2024214911,2389973691,2811005559,3394495203
503113,1135756296,2452111191,1710988125,676828496,492119762,3235064893,430426704,418151679,2595936043
503114,2019031799,224319997,1859444674,3877236140,398849684,1181023227,530770133,2845436407,1785163251
503115,2781776600,3119321099,4029254442,3431058639,1427760116,1119042924,2014063766,1929817216,1862311886
503116,3222721660,801159365,2919159536,2564957533,2392008980,197061813,35743039,895084091,3845357568
503117,3167202212,1280609402,4254528456,2164620378,342987742,1031215155,583848862,3698945880,1573364638
503118,2306695269,2484722696,2277074730,1371302308,2550433855,666094366,2568905375,206332225,1969160110
503119,1405397208,2685451165,629777841,72697560,2929865888,3195071204,1325641324,1668789381,3874127107
503120,1023540872,1012025229,620587676,3958893976,3159643365,3916339038,1101936163,3792842925,892864651
503121,3651823661,1041437061,95768908,1488031082,1214467775,3958794234,3058379141,507971196,1038962792
503122,29572307,3410986314,2621093686,2385334200,896910574,2188378344,313824047,1921941840,4042778895
503123,2255450300,3196892305,940928560,87621006,4099775717,702461378,2690509230,2331847209,2033839735
503124,2668585794,1066322312,741044518,3904576731,381215127,2163916018,1997277246,3191782952,1447689318
503125,1695807856,3379905830,4100200207,550305808,4146472007,3599733930,4019537560,3619481672,673030288
503126,140866508,3840407428,1187395931,2283351212,3312644423,3329308663,3727859398,50627250,1865619809
503127,3591668998,2453930924,3803487042,2767456227,2471632319,1991350032,1183156754,1069699350,630590741
503128,3240873438,135128466,2377955594,1326623865,4283077580,1334594915,2229551144,80275458,4133313450
503129,2854888264,1115940342,1232842476,1256424553,1112950261,3996268710,2955162376,3842910975,2969095777
503130,1630976894,376610897,2499897261,1358339661,1975828985,3927542925,1676775777,2011940033,1119029841
503131,2812726293,4240142339,3073591085,1835481317,1031416302,2229811664,1427140033,2491017864,4046363587
503132,2871506077,807543733,797937446,2177189707,3335648212,1007547573,3085687129,2812966029,2637868672
503133,1742175999,3934542828,1441626422,604903969,685131779,455576975,1209554967,2345230760,2465215079
503134,95628347,2492156014,1563243866,2453733708,2480483312,3212862745,313364208,1439675302,104294150
503135,2710537614,2067666258,536041350,1381698586,2443572473,3785744956,4105905790,4260036792,3903048225
503136,961330154,772943373,3672230696,358889070,815855491,4197834761,2123298163,261862965,55712662
503137,1577301143,349907880,3337880914,1718349410,3640795090,2937532026,3115146699,2478102918,391315778
503138,1084381048,1061467932,3099908927,2866375381,3390427294,3332416361,2041692978,3817986492,1626370858
503139,739162276,3358035893,675886471,1971544742,372792905,3719040738,532588833,2711589906,1354189751
503140,738112631,449543667,1678074512,4120564140,859286610,3831510733,2448874764,954149027,1997277876
503141,4034493162,2507367618,1732108250,2874723091,80437510,3587378148,1701970732,3734777729,3710832337
503142,2320534695,2961820042,2570043484,4120561996,245758720,2971448105,3471917736,1523485251,3999483280
503143,722944717,3918086362,2567580928,3578259631,1944366607,449126577,1376849791,1169532819,1146884369
503144,3967696338,928345082,3482444564,43152177,3519396734,89469273,2996049301,562990906,3069909288
503145,345629175,3340390883,1527356726,2533518614,3889204192,152949794,467464021,3714607753,2563617951
503146,3282787892,3924421919,1816770984,1290619225,313703620,3183728094,2102907925,3721675377,833761660
503147,464371004,1726162665,630899347,202823444,907498653,3031185643,2610665395,4274006736,246922567
503148,3803138675,3978628781,2731805073,126573103,3080761868,3683534604,3988555606,1077977566,2115421360
503149,2122674772,2788231093,929781814,1776582715,2881974548,2952813338,258585047,985912115,3648829967
503150,2535394396,1206517279,3835230917,3050898828,2134192173,4244310643,447089613,836884739,4214511682
503151,2683507393,3906337810,1565095250,542211328,3159199102,3675222408,4036030586,4275191770,524124088
503152,1258493438,2645031222,1140768729,3991723597,3588107959,3996756290,3534055615,2969726530,971123520
503153,3431666247,4133914848,3151085554,1412909422,1965770041,3506597856,1644597407,1980526227,2732959317
503154,2182489867,3446220326,97714741,4288241339,3819270032,1668199085,3490295641,4028857994,1087793037
503155,653859448,3133373889,1775847026,1975489386,3156868363,2424770369,4153962477,2610451982,3335906737
503156,3794652283,4207001192,385203076,3524546988,4024896461,748069954,301809998,3461598730,326311961
503157,921283542,3904001207,3739184254,3714808276,999649699,743423159,4115514170,814688774,2057395546
503158,1454597631,2512800391,625776586,1992538411,926205012,2229644932,657042496,3973372511,2589184154
503159,854114801,2885661919,651638001,1661787886,3028575362,2397544377,730172404,587502439,582969265
503160,2520030812,1834335691,3572946614,4290059013,4033509221,3456829669,1435593327,1896788544,2650403273
503161,451134292,4176139174,1704167864,2840301062,2282102570,1795382937,1255574958,1132517440,1378423268
503162,2347613629,3138073149,983437811,1334371879,3313088602,3123728592,1753416494,1774503493,1636430799
503163,1034419046,803024617,1484437069,2077002182,3301330091,1743666118,2513779255,1784208943,2265842058
503164,3520931048,600247707,3791748232,1975349552,5751248,2142280491,3555955490,2811745469,2774862314
503165,2481020768,1623428918,289399742,1154233815,331567216,2786959308,4216011903,394302938,1485542972
503166,2581267270,2758449080,257474479,724905917,504088942,3825190358,1491078476,2602202613,1027853869
503167,1916895837,4203582344,2644836973,877900440,3414506093,3358907419,4290364164,2834528820,3624362843
503168,1032100107,2018854616,3892896084,2053938370,2828662260,2848369706,176189984,2179668478,1995806089
503169,2573618439,896480878,3210440407,1703266364,1371079502,1784694277,680067841,4042132272,2315566916
503170,1665868972,3995011486,1719165398,2120002827,2802635490,2293675015,2345958778,1724555710,3805988305
503171,318989208,2813480347,2355289679,3627303569,3153276373,3534490675,2883625334,1021526404,1722695838
503172,2994903484,1568215898,3157604312,1536883211,4027896662,3850789520,2007085847,1257408674,3870683334
503173,4154322978,320182698,1663764035,2388697340,1934802749,2016735037,1541304816,1219572897,115269198
503174,1269085874,1028302409,1853139168,2687090552,3444661520,1385308743,211676107,2400316239,3329510699
503175,1826223844,3142963012,2263731508,3285304770,3907260899,3325849920,3374335597,38319223,3506070782
503176,3775808814,465851714,2745126749,3439801031,595859655,1412658565,4227885531,1318694718,3480197385
503177,3197253598,59567508,4006238266,4091181358,2216493482,3454507917,2676198499,2071361806,1046882162
503178,1797728347,701935780,3349282686,1555312646,1387581427,1077421452,1007659046,3008584561,2241046768
503179,3806521097,20393294,1604637336,4205571768,585997138,286397752,1005361921,1024049186,2558954062
503180,2784464655,1683888271,3547733326,2596676210,2635980170,1722587584,2657749232,498232348,5682472
503181,1866975964,120585336,3140787477,2303409985,2408426112,611858680,807712492,3457417118,3155029298
503182,2857066910,2164656526,3955642170,2638973330,287340501,2572606126,1504539434,4277219842,2093633751
503183,1804763967,938267945,2441139227,1261664999,2214726064,2011557090,267571580,3854563991,1636728142
503184,1229987926,1301432121,326233958,745729307,1125981447,2683094469,3771392716,4292101134,197337813
503185,3798826316,1897756140,1754148295,328173707,3968788829,3340768954,794019078,1549514532,3520366296
503186,693480102,4022289974,1172818642,3452474714,3684325983,598094292,2454953576,2837305486,1148615659
503187,285262962,2385168568,2671857692,2606238422,2644175796,3954859706,607308930,3163699324,3180909520
503188,3783627907,4155535203,1861446085,3641880491,2448226297,1771880278,3189218774,2665005679,24160987
503189,184318250,3742831932,1373891587,3554995916,1764606698,1960117971,1964599521,918458861,3497140033
503190,3116583069,2908565152,396198453,1769948848,4177244415,619574910,2847066846,3764477100,4051182730
503191,3688140810,2164621225,2622364092,1780678883,2753414832,603727732,1835467641,912687523,2963815956
503192,2663173568,853017055,4075099057,680036359,3222086576,603492891,1711474857,616765631,2038385272
503193,2182303724,1525321300,3567596111,2094251250,1163198813,1477906884,1995828630,845297668,2698197031
503194,4007746214,1530318898,3538679347,1308537328,3020710285,13414473,987269675,2660481319,1579701283
503195,3439429490,3537010132,2144605141,3369047133,3751238010,6049070,1861149671,67488649,1222253291
503196,4220466019,288938244,1969072462,2515994072,3491413723,3248301924,555413247,3957732071,3271724011
503197,1726077005,4274251289,833720182,1816648110,4271186470,241034334,2165831654,2938502291,4207946102
503198,4160212893,2192494769,3104717213,56913192,485210598,68445318,4240664040,2709456584,3780290229
503199,4288190083,2196506041,2807054354,3680311628,3984598898,374117237,2441142650,2789423970,1883096680
503200,1149158207,3652850416,2417050472,1586623259,3053741700,754537878,3184010189,1025681855,3783305428
503201,3996103966,1250294026,1141629176,141479021,418870610,796544520,3877429086,4038068761,3478791031
503202,2198347021,952523789,2651963025,186271653,400328945,4080089217,2162657719,3838077834,1901237359
503203,302266480,2338938697,3289878348,2842373666,2150853619,1083278217,3433586073,840824219,1915296472
503204,439959829,3383293474,637290974,1348231095,3330517987,921483376,3614415983,4040633316,390008664
503205,1790266038,2553396750,3606101839,414096785,2325552117,1855229244,1543729591,3643073518,1863562985
